testId,label,location,completed_time_stamp,completed_time,run_no,loadTime,fullyLoaded,bytesIn,bytesInDoc,requests,requestsDoc,TTFB,firstPaint,render,SpeedIndex,docTime,ttfb_first_req,ssl_first_req,dns_first_req
171108_M5_A6,h2,WPTServer102:Chrome,1510198476,2017-11-08_22-34-36,2,4238,6284,1069991,1052006,102,98,970,2607,2600,3285,4238,772,81,0
171108_M5_A6,h2,WPTServer102:Chrome,1510198476,2017-11-08_22-34-36,9,4316,6477,1030513,1012530,102,98,1026,2632,2700,3397,4316,801,110,0
171108_M5_A6,h2,WPTServer102:Chrome,1510198476,2017-11-08_22-34-36,14,4524,5063,1081700,1080506,102,100,1030,2783,2800,3584,4524,803,113,0
171108_M5_A6,h2,WPTServer102:Chrome,1510198476,2017-11-08_22-34-36,20,4289,6435,998610,980625,102,98,1087,2705,2700,3501,4289,854,110,0
171108_M6_6C,h2,WPTServer100:Chrome,1510173501,2017-11-08_15-38-21,10,23967,24040,1232263,1231113,102,101,1020,22323,22300,23086,23967,765,114,0
171108_M6_6C,h2,WPTServer100:Chrome,1510173501,2017-11-08_15-38-21,16,4648,6506,1000910,982924,102,98,1524,3183,3100,3830,4648,1297,110,0
171108_MQ_7B,h2,WPTServer101:Chrome,1510179995,2017-11-08_17-26-35,3,4243,6323,1017300,999314,102,98,1008,2595,2600,3401,4243,775,109,0
171108_MQ_7B,h2,WPTServer101:Chrome,1510179995,2017-11-08_17-26-35,5,4437,5145,1084607,1083413,102,100,997,2756,2800,3544,4437,758,109,0
171108_MQ_7B,h2,WPTServer101:Chrome,1510179995,2017-11-08_17-26-35,7,4344,4896,1004775,1003581,102,100,964,2606,2600,3362,4344,769,79,0
171108_NH_8A,h2,WPTServer102:Chrome,1510186114,2017-11-08_19-08-34,7,4279,6149,1040945,1022959,102,98,991,2643,2600,3311,4279,763,111,0
171108_NH_8A,h2,WPTServer102:Chrome,1510186114,2017-11-08_19-08-34,12,4271,4984,998880,997686,102,100,995,2684,2700,3479,4271,765,114,0
171108_NH_B2,h2,WPTServer100:Chrome,1510209318,2017-11-09_01-35-18,9,6020,7768,1089473,1071534,102,99,1184,3888,3900,4987,6020,931,113,0
171108_NH_B2,h2,WPTServer100:Chrome,1510209318,2017-11-09_01-35-18,17,7899,7983,1179278,1177923,102,100,1199,6110,6100,6915,7899,984,84,0
171108_Q2_B4,h2,WPTServer102:Chrome,1510204681,2017-11-09_00-18-01,6,4657,6394,1001576,983591,102,98,1348,2940,2900,3650,4657,1152,79,0
171108_Q2_B4,h2,WPTServer102:Chrome,1510204681,2017-11-09_00-18-01,10,4701,6462,1011186,993200,102,98,1490,3104,3100,3819,4701,1268,102,0
171108_Q5_98,h2,WPTServer102:Chrome,1510192323,2017-11-08_20-52-03,11,4578,4863,1040356,1039162,102,100,1042,2780,2800,3587,4578,791,113,0
171108_Q5_98,h2,WPTServer102:Chrome,1510192323,2017-11-08_20-52-03,13,4236,6140,1076777,1058791,102,98,1062,2694,2700,3424,4236,829,110,0
171108_Q5_98,h2,WPTServer102:Chrome,1510192323,2017-11-08_20-52-03,17,4305,6556,1014512,996526,102,98,1002,2711,2700,3473,4305,773,107,0
171108_TX_C1,h2,WPTServer101:Chrome,1510210740,2017-11-09_01-59-00,3,4780,6483,1101878,1083892,102,98,1341,3169,3200,3936,4780,1077,115,0
171108_TX_C1,h2,WPTServer101:Chrome,1510210740,2017-11-09_01-59-00,7,5371,6262,1040371,1022430,102,99,1446,3742,3700,4430,5371,1209,112,0
171108_TX_C1,h2,WPTServer101:Chrome,1510210740,2017-11-09_01-59-00,9,4676,6770,1063769,1045783,102,98,1529,3071,3100,3872,4676,1293,98,0
171108_TX_C1,h2,WPTServer101:Chrome,1510210740,2017-11-09_01-59-00,10,4428,6213,1054236,1036250,102,98,1080,2729,2800,3490,4428,874,83,0
171108_TX_C1,h2,WPTServer101:Chrome,1510210740,2017-11-09_01-59-00,13,4395,6355,1069204,1051218,102,98,1306,2858,2900,3576,4395,1045,106,0
171108_VY_CY,h2,WPTServer100:Chrome,1510224029,2017-11-09_05-40-29,7,5746,7607,1168221,1150198,102,98,1086,3966,3900,4806,5746,846,112,0
171108_VY_CY,h2,WPTServer100:Chrome,1510224029,2017-11-09_05-40-29,12,8383,8460,1115209,1114059,102,101,1952,6621,6600,7290,8383,1710,113,0
171108_VY_CY,h2,WPTServer100:Chrome,1510224029,2017-11-09_05-40-29,14,11279,12622,1067940,1049954,102,98,6679,9146,9100,10211,11279,6431,115,0
171108_VY_CY,h2,WPTServer100:Chrome,1510224029,2017-11-09_05-40-29,16,8380,8452,1141595,1140445,102,101,1250,6775,6800,7461,8380,1024,90,0
171108_VY_CY,h2,WPTServer100:Chrome,1510224029,2017-11-09_05-40-29,17,20580,20656,1139743,1138593,102,101,8521,18702,18700,19528,20580,8275,116,0
171108_W2_C2,h2,WPTServer102:Chrome,1510210879,2017-11-09_02-01-19,2,5532,7214,1086233,1068248,102,98,1585,3821,3800,4589,5532,1358,109,0
171108_W2_C2,h2,WPTServer102:Chrome,1510210879,2017-11-09_02-01-19,7,4284,6385,1094361,1076378,102,98,1162,2676,2600,3407,4284,965,81,0
171108_YP_89,h2,WPTServer101:Chrome,1510186150,2017-11-08_19-09-10,6,4509,4910,1099190,1097996,102,100,1007,2762,2800,3587,4509,773,112,0
171108_YP_89,h2,WPTServer101:Chrome,1510186150,2017-11-08_19-09-10,20,3961,6132,1037938,1019952,102,98,993,2619,2600,3276,3961,761,115,0
171108_2T_97,h2,WPTServer101:Chrome,1510192279,2017-11-08_20-51-19,3,4511,10367,1067668,1007352,103,98,968,2558,2500,3279,4511,762,83,0
171108_2T_97,h2,WPTServer101:Chrome,1510192279,2017-11-08_20-51-19,6,4235,6379,972061,954075,103,98,972,2610,2600,3337,4235,766,83,0
171108_2T_97,h2,WPTServer101:Chrome,1510192279,2017-11-08_20-51-19,11,4535,5168,1094824,1093630,103,101,1050,2772,2800,3613,4535,813,114,0
171108_2T_97,h2,WPTServer101:Chrome,1510192279,2017-11-08_20-51-19,16,4409,5198,1071763,1070569,103,101,1007,2778,2800,3604,4409,773,104,0
171108_2V_B3,h2,WPTServer101:Chrome,1510204575,2017-11-09_00-16-15,7,4280,6482,965120,947137,103,98,997,2640,2600,3344,4280,797,84,0
171108_2V_B3,h2,WPTServer101:Chrome,1510204575,2017-11-09_00-16-15,12,4258,10627,1190811,1044793,103,98,1031,2589,2600,3389,4258,805,80,0
171108_2V_B3,h2,WPTServer101:Chrome,1510204575,2017-11-09_00-16-15,18,4481,4842,1058987,1057793,103,101,978,2698,2700,3560,4481,771,90,0
171108_2V_B3,h2,WPTServer101:Chrome,1510204575,2017-11-09_00-16-15,19,4496,5199,1086933,1085739,103,101,965,2726,2700,3563,4496,765,78,0
171108_38_6E,h2,WPTServer102:Chrome,1510173560,2017-11-08_15-39-20,1,45598,45672,1052854,1051704,103,102,1020,3039,3000,21546,45598,761,117,0
171108_38_6E,h2,WPTServer102:Chrome,1510173560,2017-11-08_15-39-20,11,5167,11456,1146625,1026333,103,98,1884,3531,3600,4345,5167,876,85,0
171108_38_6E,h2,WPTServer102:Chrome,1510173560,2017-11-08_15-39-20,14,4166,10541,1220573,1081718,103,98,1063,2668,2700,3399,4166,812,109,0
171108_38_6E,h2,WPTServer102:Chrome,1510173560,2017-11-08_15-39-20,18,4342,10719,1267539,1166881,103,100,1015,2716,2700,3462,4342,751,115,0
171108_38_6E,h2,WPTServer102:Chrome,1510173560,2017-11-08_15-39-20,20,4827,5229,1143832,1142638,103,101,1474,3138,3100,3938,4827,1241,112,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,1,5132,12284,1647070,1102189,103,98,832,2943,3000,6217,5132,604,104,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,2,5272,12297,1681336,1136456,103,98,1005,3090,3100,5185,5272,787,102,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,3,4992,12028,1688692,1143812,103,98,1086,3198,3200,4817,4992,865,90,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,4,5209,12177,1642713,1097833,103,98,1024,3125,3200,4218,5209,793,116,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,5,5297,12260,1686656,1141776,103,98,1011,3231,3200,4295,5297,770,106,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,7,5558,12220,1622315,1077481,103,99,992,3129,3100,5894,5558,764,106,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,9,5089,12085,1624990,1081550,103,98,1065,3105,3100,5701,5089,820,103,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,10,5033,12064,1646795,1101914,103,98,1012,3221,3200,4094,5033,793,81,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,11,5109,12136,1632966,1088088,103,98,988,3125,3100,4108,5109,753,119,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,12,5225,12294,1701903,1157023,103,98,1005,3102,3100,5022,5225,774,108,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,13,4996,12130,1597761,1052881,103,98,993,2998,3000,4048,4996,759,116,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,14,5123,12131,1620137,1075175,103,97,1042,3148,3300,5889,5123,807,84,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,16,3945,4420,1113588,1112313,103,100,1064,2482,2500,3113,3945,832,88,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,17,4465,11488,1748438,1203477,103,97,1081,2778,2700,3568,4465,817,94,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,19,5228,5303,1100646,1099452,103,101,1086,3031,3100,4063,5228,861,87,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,1,5169,12211,1693267,1148386,103,98,981,3105,3100,4087,5169,757,84,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,3,5460,12464,1649117,1104236,103,98,1129,3330,3300,6564,5460,917,79,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,4,5409,12340,1658389,1113509,103,98,1047,3243,3200,4228,5409,809,107,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,5,5265,12152,1597371,1101472,103,98,1006,3158,3200,5734,5265,775,115,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,6,5001,12115,1582310,1037430,103,98,1059,3179,3200,5446,5001,830,84,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,7,5528,12218,1621203,1076322,103,98,1039,3100,3100,4135,5528,831,84,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,9,5383,12285,1619156,1074278,103,98,1135,3313,3300,4352,5383,905,87,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,10,5207,12220,1629917,1085037,103,98,1048,2992,3000,4793,5207,822,81,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,11,5262,12237,1682475,1137595,103,98,1035,3130,3200,4278,5262,811,85,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,12,5365,11888,1507128,1075441,103,98,1003,3010,3000,4007,5365,780,80,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,14,5625,12240,1619514,1076073,103,98,1136,3331,3400,4349,5625,896,117,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,15,5151,12284,1621072,1076132,103,97,1034,3150,3100,6451,5151,799,88,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,16,5570,12547,1628024,1083143,103,98,1516,3483,3400,4483,5570,1308,83,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,17,5091,12124,1655182,1110302,103,98,1010,3122,3100,5375,5091,781,112,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,18,5463,12409,1596087,1051206,103,98,1079,3408,3400,5902,5463,839,113,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,19,5308,12380,1648000,1123534,103,98,1068,3252,3300,4451,5308,836,87,0
171108_B9_96,h2,WPTServer100:Chrome,1510194725,2017-11-08_21-32-05,20,5796,12695,1609728,1064848,103,98,1305,3485,3500,4587,5796,1070,83,0
171108_C7_A4,h2,WPTServer100:Chrome,1510201993,2017-11-08_23-33-13,1,5213,12227,1712259,1167378,103,98,981,3075,3100,4136,5213,783,81,0
171108_C7_A4,h2,WPTServer100:Chrome,1510201993,2017-11-08_23-33-13,4,5162,12289,1635049,1090168,103,98,1061,3177,3100,4141,5162,834,100,0
171108_C7_A4,h2,WPTServer100:Chrome,1510201993,2017-11-08_23-33-13,6,5241,12277,1669584,1124705,103,98,1084,3136,3100,5775,5241,831,80,0
171108_C7_A4,h2,WPTServer100:Chrome,1510201993,2017-11-08_23-33-13,8,5389,12503,1564466,1018146,103,98,990,3221,3200,4326,5389,788,82,0
171108_C7_A4,h2,WPTServer100:Chrome,1510201993,2017-11-08_23-33-13,9,5080,12179,1658251,1113372,103,98,1043,3123,3100,4207,5080,826,92,0
171108_C7_A4,h2,WPTServer100:Chrome,1510201993,2017-11-08_23-33-13,10,5456,12448,1657548,1112670,103,98,1357,3460,3400,4393,5456,1098,109,0
171108_C7_A4,h2,WPTServer100:Chrome,1510201993,2017-11-08_23-33-13,11,5262,12229,1640737,1095857,103,98,999,3121,3100,4917,5262,773,112,0
171108_C7_A4,h2,WPTServer100:Chrome,1510201993,2017-11-08_23-33-13,12,4954,12066,1639854,1094973,103,98,1007,2961,3000,4013,4954,784,101,0
171108_C7_A4,h2,WPTServer100:Chrome,1510201993,2017-11-08_23-33-13,13,5604,12602,1651803,1106863,103,97,1307,3447,3400,4525,5604,1069,84,0
171108_C7_A4,h2,WPTServer100:Chrome,1510201993,2017-11-08_23-33-13,14,5397,12323,1682087,1137206,103,98,1051,3233,3200,4326,5397,813,112,0
171108_C7_A4,h2,WPTServer100:Chrome,1510201993,2017-11-08_23-33-13,17,5559,12304,1648622,1102302,103,98,1004,3175,3100,4224,5559,757,83,0
171108_C7_A4,h2,WPTServer100:Chrome,1510201993,2017-11-08_23-33-13,18,5098,12032,1626488,1123427,103,98,1022,3006,3000,5859,5098,810,85,0
171108_DA_A5,h2,WPTServer101:Chrome,1510198408,2017-11-08_22-33-28,10,4638,5176,1081746,1080552,103,101,998,2716,2700,3488,4638,763,90,0
171108_DA_A5,h2,WPTServer101:Chrome,1510198408,2017-11-08_22-33-28,14,4408,4734,1145968,1144774,103,101,988,2715,2700,3498,4408,758,107,0
171108_DA_A5,h2,WPTServer101:Chrome,1510198408,2017-11-08_22-33-28,16,4528,5138,1042889,1041695,103,101,967,2789,2700,3545,4528,764,80,0
171108_DA_A5,h2,WPTServer101:Chrome,1510198408,2017-11-08_22-33-28,17,4549,4823,1165947,1164753,103,101,1005,2679,2700,3510,4549,766,109,0
171108_DA_A5,h2,WPTServer101:Chrome,1510198408,2017-11-08_22-33-28,20,4289,5000,1046403,1045209,103,100,1006,2644,2700,3445,4289,779,109,0
171108_DR_7C,h2,WPTServer102:Chrome,1510179914,2017-11-08_17-25-14,5,4080,10507,1235749,1068327,103,98,988,2539,2500,3220,4080,760,113,0
171108_DR_7C,h2,WPTServer102:Chrome,1510179914,2017-11-08_17-25-14,8,4439,4805,1125090,1123896,103,101,972,2677,2700,3493,4439,773,84,0
171108_DR_7C,h2,WPTServer102:Chrome,1510179914,2017-11-08_17-25-14,9,4427,11253,1446935,1076371,103,100,1004,2710,2700,3517,4427,776,113,0
171108_DR_7C,h2,WPTServer102:Chrome,1510179914,2017-11-08_17-25-14,14,4488,5127,1125950,1124756,103,101,986,2716,2700,3487,4488,763,109,0
171108_DR_7C,h2,WPTServer102:Chrome,1510179914,2017-11-08_17-25-14,16,4441,5136,1055728,1054534,103,101,994,2714,2700,3487,4441,758,100,0
171108_DR_7C,h2,WPTServer102:Chrome,1510179914,2017-11-08_17-25-14,17,4405,5058,1073676,1072482,103,101,1007,2684,2700,3499,4405,793,90,0
171108_DR_7C,h2,WPTServer102:Chrome,1510179914,2017-11-08_17-25-14,19,4406,4765,1051416,1050222,103,101,994,2724,2700,3481,4406,784,84,0
171108_E8_6D,h2,WPTServer101:Chrome,1510173520,2017-11-08_15-38-40,9,6506,7129,1078993,1077799,103,101,978,4383,4400,5316,6506,752,84,0
171108_E8_6D,h2,WPTServer101:Chrome,1510173520,2017-11-08_15-38-40,19,4407,5056,1084645,1083451,103,101,982,2684,2700,3521,4407,761,79,0
171108_E8_6D,h2,WPTServer101:Chrome,1510173520,2017-11-08_15-38-40,20,4459,4704,1165027,1163833,103,101,1014,2610,2600,3419,4459,758,108,0
171108_HZ_CZ,h2,WPTServer101:Chrome,1510216870,2017-11-09_03-41-10,1,4379,5052,1070234,1069040,103,101,965,2586,2600,3388,4379,762,81,0
171108_HZ_CZ,h2,WPTServer101:Chrome,1510216870,2017-11-09_03-41-10,3,4325,4614,1079832,1078638,103,101,995,2563,2600,3387,4325,764,106,0
171108_HZ_CZ,h2,WPTServer101:Chrome,1510216870,2017-11-09_03-41-10,5,4406,5139,1053084,1051890,103,101,991,2711,2700,3488,4406,761,89,0
171108_HZ_CZ,h2,WPTServer101:Chrome,1510216870,2017-11-09_03-41-10,20,4275,10462,1157121,1053999,103,98,964,2554,2500,3276,4275,758,83,0
171108_M5_A6,h2,WPTServer102:Chrome,1510198476,2017-11-08_22-34-36,3,4557,4806,1082625,1081431,103,101,1045,2716,2700,3527,4557,825,84,0
171108_M5_A6,h2,WPTServer102:Chrome,1510198476,2017-11-08_22-34-36,4,4573,4774,1036041,1034847,103,101,992,2714,2700,3517,4573,764,108,0
171108_M5_A6,h2,WPTServer102:Chrome,1510198476,2017-11-08_22-34-36,7,4466,5107,1146341,1145147,103,101,1028,2736,2700,3545,4466,802,110,0
171108_M5_A6,h2,WPTServer102:Chrome,1510198476,2017-11-08_22-34-36,8,4518,4858,1088613,1087419,103,101,998,2763,2700,3505,4518,768,113,0
171108_M5_A6,h2,WPTServer102:Chrome,1510198476,2017-11-08_22-34-36,16,4674,10929,1203064,1092776,103,98,1442,3095,3100,3785,4674,1216,109,0
171108_M6_6C,h2,WPTServer100:Chrome,1510173501,2017-11-08_15-38-21,12,5954,6710,1052875,1051681,103,101,1001,4404,4400,4987,5954,763,84,0
171108_M6_6C,h2,WPTServer100:Chrome,1510173501,2017-11-08_15-38-21,19,4439,5093,1100445,1099251,103,101,978,2678,2700,3488,4439,777,84,0
171108_M6_6C,h2,WPTServer100:Chrome,1510173501,2017-11-08_15-38-21,20,4607,4804,1072751,1071557,103,101,1049,2728,2700,3571,4607,850,82,0
171108_MQ_7B,h2,WPTServer101:Chrome,1510179995,2017-11-08_17-26-35,11,7066,11151,1451950,972885,103,101,985,2610,2600,3418,7066,754,114,0
171108_MQ_7B,h2,WPTServer101:Chrome,1510179995,2017-11-08_17-26-35,13,4373,4978,1049659,1048465,103,101,958,2563,2600,3345,4373,758,83,0
171108_MQ_7B,h2,WPTServer101:Chrome,1510179995,2017-11-08_17-26-35,15,4276,10391,1060136,978416,103,98,949,2537,2500,3201,4276,756,78,0
171108_MQ_7B,h2,WPTServer101:Chrome,1510179995,2017-11-08_17-26-35,16,4203,6258,1021146,1003161,103,99,991,2632,2600,3307,4203,757,117,0
171108_MQ_7B,h2,WPTServer101:Chrome,1510179995,2017-11-08_17-26-35,18,4234,10460,1080200,1034209,103,98,1072,2663,2600,3336,4234,776,81,0
171108_NH_8A,h2,WPTServer102:Chrome,1510186114,2017-11-08_19-08-34,6,4826,10553,1107497,1078297,103,100,1029,2653,2600,3387,4826,795,117,0
171108_NH_8A,h2,WPTServer102:Chrome,1510186114,2017-11-08_19-08-34,8,4340,10608,1167109,1109342,103,100,980,2710,2700,3485,4340,755,110,0
171108_NH_8A,h2,WPTServer102:Chrome,1510186114,2017-11-08_19-08-34,9,4365,10311,1040224,1008134,103,98,956,2567,2500,3273,4365,757,83,0
171108_NH_8A,h2,WPTServer102:Chrome,1510186114,2017-11-08_19-08-34,10,4317,10604,1099575,1017856,103,98,1019,2733,2700,3444,4317,814,85,0
171108_NH_8A,h2,WPTServer102:Chrome,1510186114,2017-11-08_19-08-34,13,4400,10655,1145622,1053566,103,100,1008,2682,2700,3463,4400,782,108,0
171108_NH_8A,h2,WPTServer102:Chrome,1510186114,2017-11-08_19-08-34,15,4540,5190,1104681,1103487,103,101,1057,2790,2800,3629,4540,830,110,0
171108_NH_8A,h2,WPTServer102:Chrome,1510186114,2017-11-08_19-08-34,18,4379,5091,1081198,1080004,103,101,976,2701,2700,3510,4379,776,84,0
171108_NH_B2,h2,WPTServer100:Chrome,1510209318,2017-11-09_01-35-18,2,5167,12094,1558422,1026792,103,98,1031,3040,3000,5228,5167,810,81,0
171108_NH_B2,h2,WPTServer100:Chrome,1510209318,2017-11-09_01-35-18,3,5133,12096,1587779,1077556,103,98,998,3046,3100,4105,5133,781,101,0
171108_NH_B2,h2,WPTServer100:Chrome,1510209318,2017-11-09_01-35-18,5,5179,12093,1542540,1109413,103,98,1083,3182,3200,4250,5179,858,87,0
171108_NH_B2,h2,WPTServer100:Chrome,1510209318,2017-11-09_01-35-18,6,5189,12077,1558467,1112539,103,98,1039,3140,3200,4204,5189,777,112,0
171108_NH_B2,h2,WPTServer100:Chrome,1510209318,2017-11-09_01-35-18,10,5042,11883,1418275,1000913,103,98,1057,3036,3000,4078,5042,820,119,0
171108_NH_B2,h2,WPTServer100:Chrome,1510209318,2017-11-09_01-35-18,11,5569,12307,1389710,1009519,103,98,1305,3543,3500,4573,5569,1103,83,0
171108_NH_B2,h2,WPTServer100:Chrome,1510209318,2017-11-09_01-35-18,12,6147,12307,1089348,1064364,103,98,1353,4178,4200,5116,6147,1117,115,0
171108_NH_B2,h2,WPTServer100:Chrome,1510209318,2017-11-09_01-35-18,13,5978,12986,1590151,1065684,103,98,1950,4185,4100,5035,5978,1737,75,0
171108_NH_B2,h2,WPTServer100:Chrome,1510209318,2017-11-09_01-35-18,14,7074,14137,1606843,1062006,103,99,2355,4903,4900,6017,7074,2160,78,0
171108_NH_B2,h2,WPTServer100:Chrome,1510209318,2017-11-09_01-35-18,15,6320,12914,1360926,1093606,103,99,1116,4467,4500,5423,6320,879,114,0
171108_NH_B2,h2,WPTServer100:Chrome,1510209318,2017-11-09_01-35-18,18,5556,12490,1638266,1093385,103,98,1608,3480,3500,5457,5556,1374,113,0
171108_Q2_B4,h2,WPTServer102:Chrome,1510204681,2017-11-09_00-18-01,3,4280,10522,1148249,1010836,103,98,1036,2584,2600,3319,4280,817,103,0
171108_Q2_B4,h2,WPTServer102:Chrome,1510204681,2017-11-09_00-18-01,4,4295,10700,1259948,1078285,103,98,1067,2708,2700,3402,4295,870,80,0
171108_Q2_B4,h2,WPTServer102:Chrome,1510204681,2017-11-09_00-18-01,7,4300,10667,1155962,1031433,103,98,1056,2712,2700,3479,4300,823,109,0
171108_Q2_B4,h2,WPTServer102:Chrome,1510204681,2017-11-09_00-18-01,9,4574,5142,1135217,1134023,103,101,1063,2697,2700,3488,4574,822,110,0
171108_Q2_B4,h2,WPTServer102:Chrome,1510204681,2017-11-09_00-18-01,11,4516,10507,1011962,973137,103,98,1063,2749,2700,3436,4516,811,111,0
171108_Q2_B4,h2,WPTServer102:Chrome,1510204681,2017-11-09_00-18-01,12,4260,10553,1174383,1092662,103,98,1026,2690,2700,3489,4260,792,119,0
171108_Q2_B4,h2,WPTServer102:Chrome,1510204681,2017-11-09_00-18-01,19,4545,5170,1048695,1047501,103,100,1053,2847,2800,3628,4545,819,96,0
171108_Q5_98,h2,WPTServer102:Chrome,1510192323,2017-11-08_20-52-03,3,4471,4800,1150899,1149705,103,101,981,2644,2700,3507,4471,763,103,0
171108_Q5_98,h2,WPTServer102:Chrome,1510192323,2017-11-08_20-52-03,4,4408,4992,1049387,1048193,103,100,970,2771,2800,3480,4408,769,83,0
171108_Q5_98,h2,WPTServer102:Chrome,1510192323,2017-11-08_20-52-03,8,4652,4891,1130856,1129662,103,101,1025,2789,2800,3587,4652,793,110,0
171108_Q5_98,h2,WPTServer102:Chrome,1510192323,2017-11-08_20-52-03,9,4579,4791,1114295,1113101,103,101,993,2695,2700,3494,4579,786,83,0
171108_Q5_98,h2,WPTServer102:Chrome,1510192323,2017-11-08_20-52-03,12,4195,10241,1105841,1104647,103,100,962,2430,2400,3216,4195,754,86,0
171108_Q5_98,h2,WPTServer102:Chrome,1510192323,2017-11-08_20-52-03,14,4473,4803,1084018,1082824,103,101,984,2649,2600,3447,4473,776,87,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,1,5295,12279,1719968,1175089,103,98,1084,3190,3100,4214,5295,777,84,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,2,5601,12217,1567920,1023039,103,98,1042,3132,3100,4173,5601,799,115,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,4,5190,12220,1697831,1194768,103,98,1052,3099,3100,4148,5190,828,108,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,5,5359,12403,1719084,1174204,103,98,1494,3435,3400,4376,5359,1258,109,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,7,5300,12233,1738751,1193871,103,98,1078,3150,3100,4173,5300,852,87,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,8,5049,12059,1638662,1093700,103,97,1023,3347,3300,5887,5049,765,106,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,9,5207,12100,1552924,1057025,103,98,994,3157,3200,4227,5207,760,110,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,10,5474,12385,1591317,1046435,103,98,1037,3197,3200,4310,5474,813,84,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,13,5397,12325,1597444,1051123,103,98,1056,3225,3200,5549,5397,801,112,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,15,5215,12298,1648437,1103555,103,98,1009,3261,3200,4246,5215,774,114,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,16,5249,12244,1670446,1153059,103,98,991,3075,3100,5398,5249,764,110,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,17,5340,12284,1572325,1027445,103,98,1008,3135,3200,4251,5340,805,80,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,18,5138,12107,1635567,1146747,103,98,981,3096,3000,4067,5138,768,84,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,19,5326,12306,1558934,1091520,103,97,1077,3255,3200,4306,5326,836,85,0
171108_SB_C0,h2,WPTServer100:Chrome,1510216552,2017-11-09_03-35-52,20,4972,12029,1772118,1227236,103,98,976,3238,3200,4103,4972,762,86,0
